,Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
5373,6,0,2,5.0,4.0,6.0,6.0,3.0,4.0,9.0,1.0,5.0,4,3,3,2
5375,7,0,3,4.0,3.0,6.0,6.0,3.0,3.0,19.0,4.0,1.0,2,2,3,5
5379,7,0,0,3.0,0.0,4.0,5.0,2.0,2.0,18.0,4.0,0.0,2,2,3,3
5380,3,0,0,2.0,0.0,2.0,2.0,3.0,7.0,9.0,3.0,4.0,1,1,3,2
5381,4,0,3,4.0,6.0,5.0,5.0,1.0,2.0,4.0,3.0,0.0,1,1,4,2
5382,6,0,0,4.0,4.0,5.0,4.0,1.0,3.0,14.0,4.0,3.0,4,2,3,4
5390,5,0,0,3.0,9.0,0.0,2.0,1.0,3.0,8.0,1.0,0.0,0,0,0,0
5391,3,0,2,3.0,3.0,4.0,5.0,4.0,7.0,18.0,5.0,4.0,1,3,3,1
5392,3,0,0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,3,3,1,3
5393,6,0,4,3.0,0.0,6.0,2.0,1.0,2.0,19.0,3.0,3.0,2,7,1,3
5394,4,0,1,3.0,3.0,5.0,7.0,5.0,7.0,13.0,3.0,3.0,2,1,3,5
5396,1,0,2,3.0,4.0,3.0,1.0,1.0,2.0,8.0,4.0,3.0,2,2,5,4
5397,4,0,3,3.0,5.0,3.0,3.0,3.0,4.0,19.0,3.0,0.0,2,2,3,2
5399,3,0,3,3.0,3.0,4.0,6.0,5.0,4.0,19.0,5.0,3.0,2,2,1,3
5400,6,0,2,4.0,6.0,5.0,5.0,5.0,3.0,11.0,4.0,0.0,6,3,5,5
5404,6,0,0,3.0,9.0,5.0,3.0,2.0,3.0,11.0,3.0,0.0,3,1,2,2
5407,1,0,0,2.0,3.0,2.0,2.0,1.0,7.0,0.0,1.0,0.0,3,4,4,2
5409,8,2,0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0
5411,4,0,3,3.0,5.0,3.0,3.0,5.0,2.0,9.0,4.0,3.0,1,3,1,2
5414,1,0,3,2.0,8.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,5,4,6,7
5415,3,0,3,3.0,5.0,2.0,2.0,2.0,4.0,7.0,1.0,3.0,2,5,3,5
5416,2,0,3,3.0,3.0,4.0,3.0,4.0,7.0,16.0,6.0,2.0,2,4,2,4
5420,1,0,0,3.0,3.0,3.0,3.0,5.0,7.0,19.0,4.0,3.0,2,4,4,7
5421,3,0,2,3.0,4.0,4.0,2.0,1.0,2.0,11.0,4.0,4.0,3,2,3,3
5422,9,0,3,2.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,2,1,0,0
5424,3,0,3,2.0,7.0,3.0,1.0,2.0,2.0,19.0,4.0,3.0,6,1,3,1
5425,2,0,3,2.0,0.0,2.0,2.0,3.0,4.0,11.0,3.0,0.0,2,3,1,2
5427,2,0,3,2.0,5.0,3.0,1.0,3.0,7.0,0.0,6.0,0.0,2,3,3,3
5428,3,0,0,1.0,4.0,3.0,0.0,3.0,2.0,9.0,4.0,0.0,1,1,0,0
5429,7,0,2,4.0,6.0,6.0,6.0,5.0,7.0,18.0,5.0,3.0,1,2,4,4
5432,3,1,2,4.0,6.0,5.0,6.0,3.0,7.0,8.0,2.0,3.0,2,2,4,3
5433,9,0,2,3.0,0.0,5.0,1.0,1.0,2.0,18.0,3.0,0.0,2,1,1,2
5435,2,0,2,2.0,3.0,3.0,4.0,5.0,7.0,17.0,6.0,3.0,3,3,3,3
5436,3,1,2,3.0,7.0,4.0,3.0,1.0,2.0,9.0,5.0,3.0,1,2,2,5
5437,0,0,3,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3,1,0,0
5439,2,0,4,3.0,3.0,3.0,3.0,4.0,4.0,17.0,5.0,3.0,6,5,5,5
5440,7,0,2,4.0,11.0,5.0,4.0,4.0,5.0,14.0,1.0,3.0,1,2,2,4
5442,5,0,2,3.0,0.0,2.0,1.0,1.0,2.0,9.0,1.0,2.0,2,4,4,3
5445,3,0,5,3.0,3.0,6.0,3.0,4.0,2.0,18.0,1.0,3.0,3,3,3,5
5449,4,1,5,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,3,2,1,1
5451,3,0,0,3.0,9.0,1.0,1.0,3.0,2.0,18.0,4.0,5.0,1,3,3,2
5456,7,2,3,3.0,0.0,0.0,6.0,5.0,7.0,16.0,1.0,0.0,0,0,0,0
5457,2,0,0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0,0,0,0
5458,1,0,2,4.0,6.0,4.0,3.0,1.0,3.0,8.0,4.0,3.0,3,3,4,4
5462,5,0,0,3.0,3.0,3.0,7.0,1.0,2.0,0.0,4.0,3.0,2,4,3,3
5465,3,0,0,4.0,3.0,5.0,6.0,2.0,7.0,10.0,1.0,3.0,5,3,3,2
5471,2,0,0,2.0,5.0,3.0,3.0,2.0,5.0,7.0,2.0,3.0,3,2,3,1
5472,4,0,1,3.0,3.0,3.0,3.0,3.0,4.0,15.0,1.0,3.0,1,2,1,1
5476,5,1,2,4.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0
5477,1,0,0,2.0,7.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,1,2,2,3
5482,4,1,0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0
5485,3,0,0,2.0,4.0,4.0,1.0,1.0,1.0,7.0,3.0,0.0,2,2,1,1
5486,1,0,5,3.0,12.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,2,2,0,0
5489,9,0,5,5.0,12.0,6.0,0.0,3.0,1.0,12.0,1.0,2.0,2,1,0,0
5491,1,0,1,2.0,3.0,2.0,2.0,4.0,6.0,5.0,1.0,0.0,4,4,6,6
5493,6,0,5,5.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,2,1,1,1
5500,4,0,2,3.0,3.0,6.0,6.0,1.0,5.0,17.0,1.0,3.0,2,4,5,6
5502,3,0,3,4.0,10.0,4.0,3.0,3.0,2.0,16.0,1.0,2.0,4,2,1,3
5503,7,0,3,0.0,12.0,6.0,2.0,3.0,2.0,1.0,4.0,3.0,3,3,4,4
5507,5,1,0,3.0,6.0,5.0,2.0,2.0,1.0,7.0,1.0,0.0,3,2,4,2
5509,3,0,2,2.0,8.0,3.0,1.0,2.0,2.0,18.0,4.0,0.0,5,1,1,1
5511,0,0,0,2.0,7.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,4,3,5,6
5512,2,0,2,3.0,5.0,4.0,5.0,5.0,7.0,18.0,1.0,0.0,2,5,2,1
5515,1,0,0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,4.0,3.0,1,3,5,5
5524,2,0,0,2.0,7.0,1.0,1.0,5.0,7.0,0.0,3.0,3.0,2,4,9,4
5526,4,0,0,4.0,7.0,4.0,6.0,1.0,4.0,1.0,1.0,3.0,7,3,6,5
5529,6,0,3,4.0,6.0,5.0,7.0,3.0,7.0,18.0,4.0,5.0,2,2,5,4
5530,6,0,2,4.0,9.0,6.0,8.0,4.0,7.0,20.0,5.0,1.0,2,1,4,5
5531,2,1,0,3.0,5.0,2.0,0.0,5.0,7.0,10.0,1.0,3.0,1,1,0,0
5533,2,0,2,3.0,5.0,2.0,0.0,1.0,2.0,7.0,2.0,0.0,2,1,0,0
5534,1,0,0,2.0,3.0,1.0,1.0,5.0,3.0,0.0,4.0,4.0,2,3,5,2
5535,2,0,2,3.0,3.0,2.0,2.0,3.0,2.0,11.0,3.0,0.0,1,2,3,5
5540,4,2,2,4.0,3.0,5.0,6.0,3.0,4.0,16.0,5.0,5.0,7,2,2,8
5543,3,0,0,4.0,6.0,4.0,6.0,1.0,4.0,22.0,5.0,3.0,1,3,4,7
5545,2,0,0,4.0,3.0,2.0,3.0,3.0,3.0,12.0,2.0,1.0,1,1,3,3
5546,1,0,0,2.0,4.0,3.0,3.0,4.0,7.0,8.0,2.0,0.0,2,2,3,3
5550,3,1,3,3.0,8.0,4.0,3.0,1.0,1.0,6.0,2.0,3.0,2,2,4,3
5551,3,1,5,3.0,5.0,4.0,1.0,5.0,2.0,0.0,1.0,3.0,2,1,1,3
5552,1,0,0,2.0,4.0,2.0,1.0,5.0,7.0,5.0,1.0,2.0,5,1,2,2
5553,6,0,3,3.0,5.0,6.0,1.0,2.0,4.0,18.0,4.0,3.0,3,2,1,1
5557,3,1,1,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1,1,2,3
5558,3,0,2,4.0,5.0,6.0,7.0,4.0,7.0,11.0,4.0,3.0,4,2,7,4
5559,7,0,3,3.0,9.0,6.0,6.0,1.0,2.0,20.0,4.0,4.0,5,4,2,2
5560,9,0,3,3.0,8.0,6.0,8.0,1.0,1.0,7.0,5.0,0.0,5,1,1,1
5561,3,0,1,3.0,4.0,5.0,2.0,2.0,2.0,9.0,4.0,5.0,2,1,1,3
5563,5,0,0,3.0,3.0,5.0,2.0,1.0,2.0,17.0,4.0,0.0,3,3,3,7
5564,6,0,3,3.0,4.0,6.0,0.0,2.0,2.0,2.0,1.0,0.0,4,1,0,0
5565,5,2,4,3.0,5.0,4.0,3.0,3.0,7.0,16.0,1.0,1.0,4,2,1,2
5568,6,0,2,3.0,6.0,6.0,2.0,3.0,7.0,15.0,4.0,3.0,3,4,7,4
5569,2,0,2,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3,4,6,7
5571,3,0,0,3.0,3.0,5.0,5.0,5.0,7.0,14.0,2.0,3.0,3,3,7,7
5573,6,0,0,1.0,4.0,6.0,2.0,4.0,2.0,1.0,4.0,0.0,2,1,2,2
5574,4,0,5,3.0,3.0,2.0,2.0,3.0,2.0,18.0,4.0,0.0,4,6,4,3
5575,2,0,0,2.0,5.0,2.0,5.0,3.0,5.0,0.0,1.0,3.0,3,4,2,4
5577,4,0,3,2.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1,2,2,3
5579,5,0,2,4.0,6.0,3.0,3.0,1.0,2.0,5.0,3.0,0.0,2,1,3,6
5580,3,0,3,4.0,6.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2,3,4,3
5581,2,0,0,3.0,4.0,3.0,2.0,4.0,4.0,0.0,4.0,0.0,6,1,1,3
5584,3,0,1,2.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0
5586,5,0,3,4.0,3.0,3.0,4.0,4.0,5.0,19.0,4.0,3.0,3,2,6,2
5587,3,0,5,3.0,3.0,5.0,5.0,1.0,1.0,0.0,2.0,0.0,3,2,5,7
5590,5,0,3,3.0,3.0,6.0,8.0,3.0,2.0,19.0,5.0,3.0,3,4,6,5
5593,3,0,1,2.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1,2,0,0
5594,1,0,0,3.0,8.0,2.0,2.0,2.0,5.0,7.0,3.0,0.0,3,3,3,2
5595,3,0,4,3.0,4.0,5.0,1.0,5.0,5.0,16.0,1.0,3.0,2,3,1,3
5597,3,0,3,2.0,4.0,5.0,0.0,5.0,2.0,17.0,2.0,2.0,4,2,0,0
5598,0,1,0,2.0,4.0,3.0,1.0,4.0,2.0,18.0,4.0,4.0,5,3,5,5
5599,0,0,0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2,2,4,1
5601,5,0,0,3.0,0.0,2.0,1.0,4.0,1.0,14.0,2.0,3.0,1,2,3,5
5602,5,0,2,3.0,0.0,5.0,1.0,3.0,3.0,13.0,4.0,0.0,4,3,3,5
5603,4,0,0,4.0,6.0,4.0,4.0,4.0,4.0,8.0,4.0,3.0,2,2,6,8
5604,5,0,3,5.0,9.0,5.0,3.0,5.0,5.0,20.0,5.0,4.0,2,2,3,6
5606,2,0,0,3.0,7.0,3.0,2.0,5.0,3.0,6.0,3.0,3.0,4,3,1,3
5607,3,0,3,3.0,10.0,3.0,3.0,2.0,2.0,14.0,4.0,3.0,4,3,1,2
5609,0,1,0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,4,2,3,3
5610,8,0,3,4.0,9.0,3.0,4.0,1.0,2.0,0.0,4.0,0.0,2,2,2,2
5611,1,0,5,2.0,10.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,2,3,1,1
5616,7,0,0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1,1,2,1
5617,2,0,0,3.0,3.0,3.0,4.0,5.0,7.0,0.0,4.0,0.0,3,5,4,3
5619,0,0,1,3.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,5.0,1,2,1,2
5621,9,0,3,1.0,9.0,3.0,2.0,1.0,4.0,19.0,4.0,5.0,4,6,1,3
5623,6,0,2,4.0,3.0,5.0,5.0,2.0,4.0,13.0,1.0,3.0,1,5,1,2
5624,4,1,5,2.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2,1,1,2
5628,0,2,0,2.0,4.0,2.0,2.0,5.0,7.0,0.0,1.0,0.0,2,2,3,6
5629,8,0,3,2.0,9.0,6.0,6.0,4.0,7.0,19.0,4.0,0.0,3,4,3,3
5630,9,0,2,4.0,6.0,6.0,7.0,4.0,1.0,3.0,1.0,3.0,3,1,2,3
5632,3,0,0,0.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2,1,3,4
5634,2,0,5,3.0,8.0,1.0,0.0,5.0,7.0,8.0,1.0,0.0,2,1,0,0
5635,3,0,2,4.0,3.0,4.0,6.0,4.0,5.0,20.0,3.0,3.0,3,3,1,3
5636,9,0,0,3.0,6.0,6.0,4.0,5.0,3.0,11.0,4.0,3.0,1,1,2,2
5637,2,0,3,2.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,3,4,6,7
5639,5,0,3,2.0,9.0,5.0,2.0,3.0,4.0,13.0,3.0,3.0,3,4,4,3
5641,5,0,3,4.0,0.0,5.0,2.0,4.0,7.0,20.0,1.0,1.0,2,1,1,2
5643,5,0,5,3.0,11.0,0.0,1.0,2.0,5.0,1.0,3.0,2.0,0,0,0,0
5644,3,0,2,3.0,3.0,3.0,5.0,1.0,4.0,16.0,6.0,3.0,3,3,6,4
5645,3,0,2,4.0,6.0,3.0,2.0,1.0,3.0,18.0,3.0,3.0,2,3,4,5
5646,1,0,2,3.0,7.0,3.0,4.0,1.0,4.0,11.0,5.0,3.0,1,2,5,5
5649,2,0,0,4.0,6.0,5.0,5.0,4.0,7.0,3.0,3.0,3.0,1,3,4,6
5650,1,0,0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3,1,0,0
5652,1,0,1,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2,2,1,2
5653,9,0,3,3.0,0.0,6.0,7.0,1.0,3.0,0.0,1.0,3.0,1,2,3,2
5654,4,0,0,2.0,4.0,3.0,1.0,1.0,2.0,12.0,4.0,4.0,2,4,4,3
5655,1,2,0,0.0,4.0,2.0,2.0,5.0,7.0,0.0,3.0,3.0,5,6,7,6
5656,6,0,0,3.0,3.0,3.0,2.0,4.0,3.0,7.0,1.0,3.0,4,3,4,4
5657,7,0,2,1.0,12.0,6.0,3.0,4.0,7.0,14.0,3.0,4.0,3,1,1,1
5658,3,0,0,3.0,9.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,2,3,3,3
5659,4,0,2,4.0,4.0,5.0,6.0,4.0,6.0,17.0,4.0,0.0,4,1,1,4
5660,3,0,0,2.0,10.0,2.0,1.0,1.0,2.0,14.0,2.0,4.0,4,2,3,4
5662,1,0,0,3.0,0.0,1.0,1.0,2.0,1.0,8.0,1.0,3.0,1,2,1,1
5665,4,0,2,4.0,0.0,6.0,6.0,3.0,7.0,15.0,4.0,3.0,8,3,4,2
5668,4,0,0,3.0,8.0,2.0,1.0,1.0,3.0,13.0,4.0,0.0,3,4,2,2
5669,3,0,0,2.0,0.0,2.0,1.0,3.0,1.0,7.0,4.0,3.0,2,2,1,2
5677,5,0,0,3.0,3.0,3.0,1.0,1.0,2.0,18.0,4.0,2.0,3,4,5,4
5678,3,0,0,3.0,5.0,2.0,1.0,2.0,3.0,7.0,1.0,0.0,1,2,2,2
5679,7,1,3,4.0,3.0,2.0,5.0,3.0,2.0,7.0,1.0,1.0,1,2,1,6
5681,3,0,3,3.0,3.0,5.0,4.0,3.0,5.0,14.0,4.0,3.0,2,1,4,2
5682,5,0,2,4.0,6.0,5.0,7.0,5.0,5.0,18.0,5.0,1.0,2,1,1,2
5685,2,0,0,2.0,5.0,4.0,5.0,4.0,7.0,8.0,1.0,3.0,3,1,2,2
5689,3,0,0,2.0,9.0,4.0,3.0,4.0,7.0,11.0,1.0,4.0,3,3,3,5
5690,1,0,4,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0
5691,4,0,3,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,3,3,5,9
5692,2,0,0,3.0,3.0,3.0,4.0,5.0,4.0,11.0,4.0,3.0,2,4,7,1
5697,7,0,3,2.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,0.0,1,1,0,0
5699,2,0,2,3.0,3.0,3.0,3.0,4.0,7.0,14.0,6.0,3.0,5,3,3,5
5702,1,1,0,3.0,10.0,1.0,1.0,1.0,2.0,7.0,2.0,0.0,3,1,1,2
5705,1,0,2,2.0,9.0,2.0,2.0,2.0,3.0,11.0,1.0,2.0,4,2,3,3
5710,3,0,5,3.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,6,2,1,2
5711,1,1,0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2,3,1,1
5712,4,0,0,3.0,6.0,2.0,1.0,4.0,5.0,5.0,2.0,0.0,1,1,1,2
5713,5,1,3,3.0,5.0,2.0,0.0,2.0,2.0,14.0,5.0,2.0,1,2,0,0
5714,2,0,2,3.0,3.0,3.0,3.0,1.0,2.0,6.0,1.0,3.0,2,1,2,2
5717,4,0,4,3.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,1.0,3,2,2,3
5718,3,1,2,2.0,0.0,0.0,2.0,1.0,1.0,8.0,2.0,0.0,0,0,0,0
5719,9,0,3,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1,1,1,1
5720,3,0,0,1.0,5.0,2.0,1.0,1.0,2.0,11.0,1.0,0.0,2,2,2,2
5721,5,0,3,2.0,10.0,4.0,2.0,2.0,3.0,19.0,5.0,0.0,2,2,1,1
5727,5,0,0,3.0,4.0,5.0,1.0,1.0,3.0,13.0,5.0,3.0,2,4,4,5
5728,1,0,0,2.0,4.0,2.0,0.0,4.0,4.0,5.0,1.0,0.0,2,4,0,0
5729,3,0,2,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,2,2,3,3
5730,0,0,0,2.0,7.0,2.0,1.0,2.0,3.0,5.0,2.0,4.0,2,3,4,5
5731,1,0,3,3.0,3.0,3.0,4.0,4.0,7.0,18.0,1.0,3.0,5,3,5,5
5733,2,0,3,3.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3,3,2,2
5734,2,1,2,3.0,5.0,2.0,1.0,4.0,2.0,12.0,3.0,2.0,4,1,4,3
5735,4,0,3,3.0,5.0,5.0,0.0,3.0,1.0,18.0,2.0,2.0,2,1,0,0
5739,4,1,5,3.0,8.0,2.0,3.0,3.0,3.0,24.0,0.0,0.0,2,1,1,1
5740,9,0,3,4.0,7.0,5.0,8.0,1.0,2.0,16.0,3.0,1.0,3,1,3,3
5741,4,0,3,4.0,0.0,6.0,6.0,4.0,1.0,8.0,1.0,5.0,3,3,2,5
5742,1,0,3,2.0,4.0,4.0,1.0,1.0,1.0,8.0,1.0,3.0,3,2,1,2
5745,3,0,2,4.0,6.0,3.0,0.0,3.0,7.0,10.0,1.0,3.0,2,2,0,0
5746,6,0,3,3.0,0.0,6.0,6.0,4.0,4.0,19.0,4.0,0.0,1,1,1,5
5747,4,0,3,2.0,4.0,6.0,3.0,4.0,7.0,15.0,4.0,0.0,4,2,2,3
5750,4,0,3,2.0,4.0,5.0,1.0,3.0,3.0,10.0,4.0,3.0,4,2,1,2
5752,6,0,2,5.0,9.0,5.0,3.0,2.0,3.0,15.0,3.0,0.0,3,2,4,2
5753,4,0,3,3.0,3.0,4.0,4.0,4.0,7.0,7.0,6.0,3.0,3,2,6,6
5755,1,0,0,2.0,4.0,3.0,3.0,5.0,7.0,8.0,0.0,0.0,3,1,3,7
5756,2,1,0,5.0,5.0,2.0,2.0,5.0,7.0,6.0,1.0,2.0,2,3,2,3
5757,3,0,3,3.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,0,0,0,0
5759,2,1,5,3.0,0.0,2.0,1.0,4.0,4.0,13.0,1.0,0.0,2,1,1,2
5761,1,0,2,4.0,3.0,3.0,1.0,3.0,3.0,0.0,4.0,3.0,3,2,4,4
5762,3,1,2,4.0,6.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,1,1,1,1
5764,2,1,0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,3,6,2,2
5765,3,0,1,4.0,10.0,4.0,5.0,2.0,4.0,8.0,1.0,0.0,1,1,2,3
5766,7,1,0,4.0,11.0,2.0,3.0,1.0,6.0,0.0,1.0,0.0,1,1,1,1
5769,1,0,0,4.0,6.0,2.0,1.0,1.0,2.0,5.0,2.0,0.0,2,1,1,1
5770,5,0,0,4.0,6.0,6.0,5.0,3.0,1.0,6.0,4.0,3.0,3,1,2,3
5772,6,1,3,4.0,3.0,6.0,7.0,4.0,5.0,19.0,3.0,3.0,2,3,2,5
5773,0,0,0,2.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,1,3,5,5
5774,3,0,2,3.0,0.0,2.0,3.0,1.0,1.0,12.0,3.0,3.0,1,2,3,2
5775,5,0,0,4.0,3.0,5.0,6.0,4.0,2.0,12.0,2.0,1.0,4,2,4,5
5776,9,0,3,1.0,0.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,0,0,0,0
5778,1,1,3,2.0,8.0,2.0,1.0,2.0,1.0,18.0,1.0,0.0,1,1,1,2
5779,6,0,3,3.0,7.0,4.0,4.0,5.0,7.0,20.0,3.0,5.0,3,3,3,3
5783,9,0,2,3.0,4.0,5.0,7.0,1.0,2.0,13.0,4.0,1.0,4,3,4,4
5785,1,1,0,2.0,4.0,3.0,2.0,5.0,7.0,5.0,4.0,2.0,5,3,5,5
5789,3,0,2,3.0,5.0,5.0,4.0,3.0,4.0,11.0,1.0,5.0,2,2,3,4
5790,2,0,0,0.0,9.0,3.0,2.0,1.0,2.0,0.0,3.0,5.0,5,1,3,1
5791,1,0,0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,6,4,3,1
5793,5,0,0,3.0,3.0,5.0,7.0,2.0,3.0,20.0,5.0,0.0,4,4,6,3
5794,4,1,5,3.0,9.0,0.0,2.0,1.0,2.0,8.0,3.0,0.0,0,0,0,0
5797,4,0,3,3.0,3.0,5.0,0.0,4.0,5.0,21.0,6.0,3.0,1,4,0,0
5798,3,0,0,2.0,0.0,0.0,6.0,2.0,2.0,14.0,5.0,0.0,0,0,0,0
5799,9,0,0,2.0,4.0,0.0,1.0,4.0,7.0,1.0,1.0,0.0,0,0,0,0
5803,7,0,2,3.0,9.0,6.0,5.0,5.0,7.0,23.0,6.0,0.0,2,2,2,3
5804,3,1,3,3.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,1,3,1,2
5805,3,0,4,5.0,0.0,1.0,1.0,1.0,1.0,17.0,3.0,3.0,1,2,1,2
5806,0,0,0,2.0,7.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,4,3,4,3
5807,4,0,1,2.0,0.0,3.0,2.0,1.0,1.0,9.0,3.0,5.0,1,1,4,3
5809,7,0,2,3.0,3.0,4.0,6.0,5.0,7.0,14.0,5.0,3.0,2,3,1,2
5810,3,0,5,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0
5813,3,0,2,4.0,3.0,4.0,3.0,4.0,3.0,20.0,3.0,3.0,5,3,5,7
5816,2,1,0,3.0,4.0,2.0,1.0,1.0,2.0,7.0,1.0,0.0,1,1,1,1
5817,2,0,0,3.0,10.0,3.0,1.0,2.0,1.0,10.0,1.0,3.0,3,2,3,4
5818,2,0,3,2.0,10.0,4.0,0.0,1.0,2.0,21.0,2.0,4.0,3,1,0,0
5819,1,0,1,3.0,7.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1,1,1,1
5820,1,0,1,2.0,7.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,3,4,6,5
5822,5,0,3,5.0,7.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,2,1,2,2
5823,2,0,3,3.0,3.0,4.0,5.0,4.0,3.0,17.0,4.0,3.0,3,4,5,5
5824,3,1,2,3.0,3.0,2.0,3.0,1.0,3.0,10.0,3.0,3.0,2,4,2,3
5825,2,0,0,3.0,4.0,3.0,2.0,5.0,1.0,13.0,4.0,3.0,3,3,3,6
5827,7,0,5,4.0,0.0,6.0,6.0,3.0,2.0,10.0,4.0,2.0,3,3,2,4
5828,0,0,0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1,1,2,1
5829,4,0,0,3.0,4.0,5.0,1.0,3.0,6.0,14.0,1.0,4.0,2,3,3,1
5830,2,0,2,3.0,0.0,1.0,0.0,2.0,3.0,13.0,2.0,3.0,2,2,0,0
5832,1,0,0,3.0,3.0,2.0,2.0,5.0,7.0,4.0,6.0,4.0,1,2,6,7
5833,4,0,3,2.0,3.0,4.0,3.0,3.0,4.0,9.0,4.0,3.0,5,3,3,4
5835,2,0,5,2.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1,1,2,2
5843,1,0,1,2.0,11.0,3.0,3.0,1.0,7.0,0.0,1.0,3.0,1,1,2,3
5844,5,0,0,5.0,9.0,4.0,0.0,3.0,7.0,13.0,1.0,0.0,1,1,0,0
5848,4,0,0,3.0,3.0,4.0,2.0,2.0,3.0,7.0,2.0,3.0,1,2,2,4
5850,3,0,0,2.0,3.0,4.0,6.0,4.0,7.0,18.0,4.0,0.0,3,4,7,6
5856,1,1,0,3.0,3.0,3.0,4.0,1.0,3.0,0.0,3.0,5.0,4,8,4,6
5860,2,0,0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1,3,4,1
5865,5,0,3,3.0,9.0,6.0,8.0,5.0,7.0,18.0,6.0,0.0,1,1,1,8
5866,0,0,1,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2,3,1,1
5867,2,0,3,3.0,3.0,3.0,2.0,5.0,7.0,11.0,2.0,4.0,5,4,9,5
5869,3,0,2,3.0,8.0,3.0,1.0,1.0,2.0,14.0,1.0,0.0,2,2,2,4
5872,2,0,0,3.0,7.0,2.0,2.0,1.0,4.0,10.0,4.0,0.0,3,2,2,2
5873,2,0,0,3.0,4.0,2.0,1.0,5.0,7.0,5.0,2.0,0.0,4,2,2,3
5875,3,0,3,4.0,3.0,4.0,5.0,1.0,4.0,19.0,5.0,3.0,3,2,3,4
5877,6,0,2,4.0,6.0,6.0,1.0,4.0,4.0,7.0,1.0,0.0,4,1,3,2
5879,4,0,0,4.0,0.0,3.0,6.0,2.0,1.0,0.0,1.0,0.0,2,1,1,2
5880,3,0,5,5.0,5.0,3.0,0.0,4.0,3.0,7.0,3.0,0.0,1,1,0,0
